22.666 4.5704e-07 8.5147e-07 
22.100 9.1374e-07 1.7608e-06 
21.566 2.0853e-06 3.9142e-06 
21.062 3.2552e-06 6.2557e-06 
20.586 6.0819e-06 1.1383e-05 
20.134 8.9038e-06 1.6980e-05 
19.705 1.6030e-05 2.9650e-05 
19.298 2.3144e-05 4.3412e-05 
18.910 3.9500e-05 7.1939e-05 
18.540 5.5821e-05 1.0281e-04 
18.186 9.2147e-05 1.6469e-04 
17.848 1.2839e-04 2.3133e-04 
17.525 1.9754e-04 3.4701e-04 
17.215 2.6651e-04 4.7147e-04 
16.918 3.9416e-04 6.8025e-04 
16.633 5.2142e-04 9.0428e-04 
16.359 7.3304e-04 1.2441e-03 
16.095 9.4394e-04 1.6087e-03 
15.841 1.2788e-03 2.1339e-03 
15.596 1.6124e-03 2.6971e-03 
15.360 2.1073e-03 3.4538e-03 
15.132 2.6004e-03 4.2651e-03 
14.912 3.2944e-03 5.2970e-03 
14.699 3.9861e-03 6.4033e-03 
14.493 4.8862e-03 7.7064e-03 
14.294 5.7834e-03 9.1060e-03 
14.101 6.9489e-03 1.0748e-02 
13.914 8.1105e-03 1.2511e-02 
13.733 9.5166e-03 1.4423e-02 
13.557 1.0918e-02 1.6479e-02 
13.387 1.2558e-02 1.8664e-02 
13.221 1.4192e-02 2.1014e-02 
13.060 1.6076e-02 2.3449e-02 
12.903 1.7955e-02 2.6071e-02 
12.751 2.0086e-02 2.8739e-02 
12.603 2.2212e-02 3.1610e-02 
12.459 2.4396e-02 3.4288e-02 
12.318 2.6575e-02 3.7183e-02 
12.181 2.9030e-02 4.0155e-02 
12.048 3.1478e-02 4.3354e-02 
11.918 3.4380e-02 4.6674e-02 
11.791 3.7276e-02 5.0228e-02 
11.667 3.9977e-02 5.3302e-02 
11.546 4.2671e-02 5.6615e-02 
11.428 4.5825e-02 6.0079e-02 
11.313 4.8972e-02 6.3781e-02 
11.200 5.2264e-02 6.7364e-02 
11.090 5.5549e-02 7.1182e-02 
10.982 5.8669e-02 7.4618e-02 
10.877 6.1780e-02 7.8287e-02 
10.774 6.5240e-02 8.1971e-02 
10.673 6.8693e-02 8.5882e-02 
10.574 7.1859e-02 8.9296e-02 
10.478 7.5018e-02 9.2931e-02 
10.383 7.8932e-02 9.6947e-02 
10.290 8.2839e-02 1.0117e-01 
10.199 8.6613e-02 1.0510e-01 
10.110 9.0379e-02 1.0924e-01 
10.023 9.4902e-02 1.1367e-01 
9.938 9.9417e-02 1.1829e-01 
9.854 1.0364e-01 1.2252e-01 
9.771 1.0786e-01 1.2694e-01 
9.690 1.1173e-01 1.3105e-01 
9.611 1.1560e-01 1.3534e-01 
9.533 1.1949e-01 1.3959e-01 
9.457 1.2337e-01 1.4401e-01 
9.382 1.2708e-01 1.4828e-01 
9.308 1.3079e-01 1.5273e-01 
9.235 1.3407e-01 1.5700e-01 
9.164 1.3735e-01 1.6145e-01 
9.094 1.4008e-01 1.6561e-01 
9.026 1.4282e-01 1.6996e-01 
8.958 1.4563e-01 1.7436e-01 
