17.848 3.1575e-05 5.7127e-05 
17.525 4.8879e-05 8.6303e-05 
17.215 6.6170e-05 1.1776e-04 
16.918 9.8402e-05 1.7131e-04 
16.633 1.3060e-04 2.2892e-04 
16.359 1.8618e-04 3.2028e-04 
16.095 2.4168e-04 4.1851e-04 
15.841 3.3227e-04 5.6602e-04 
15.596 4.2272e-04 7.2454e-04 
15.360 5.6224e-04 9.4908e-04 
15.132 7.0149e-04 1.1904e-03 
14.912 9.0780e-04 1.5192e-03 
14.699 1.1136e-03 1.8725e-03 
14.493 1.4054e-03 2.3312e-03 
14.294 1.6965e-03 2.8243e-03 
14.101 2.0948e-03 3.4427e-03 
13.914 2.4920e-03 4.1077e-03 
13.733 3.0165e-03 4.9097e-03 
13.557 3.5394e-03 5.7724e-03 
13.387 4.1965e-03 6.7695e-03 
13.221 4.8516e-03 7.8434e-03 
13.060 5.6773e-03 9.0745e-03 
12.903 6.5003e-03 1.0400e-02 
12.751 7.4864e-03 1.1859e-02 
12.603 8.4689e-03 1.3431e-02 
12.459 9.6305e-03 1.5134e-02 
12.318 1.0788e-02 1.6971e-02 
12.181 1.2159e-02 1.8951e-02 
12.048 1.3525e-02 2.1086e-02 
11.918 1.5112e-02 2.3348e-02 
11.791 1.6692e-02 2.5785e-02 
11.667 1.8457e-02 2.8294e-02 
11.546 2.0214e-02 3.0999e-02 
11.428 2.2249e-02 3.3845e-02 
11.313 2.4275e-02 3.6907e-02 
11.200 2.6526e-02 4.0039e-02 
11.090 2.8768e-02 4.3408e-02 
10.982 3.1256e-02 4.6855e-02 
10.877 3.3733e-02 5.0557e-02 
10.774 3.6453e-02 5.4316e-02 
10.673 3.9163e-02 5.8352e-02 
10.574 4.2153e-02 6.2465e-02 
10.478 4.5131e-02 6.6871e-02 
10.383 4.8406e-02 7.1344e-02 
10.290 5.1670e-02 7.6131e-02 
10.199 5.5225e-02 8.0987e-02 
10.110 5.8769e-02 8.6172e-02 
10.023 6.2796e-02 9.1508e-02 
9.938 6.6812e-02 9.7186e-02 
9.854 7.1110e-02 1.0291e-01 
9.771 7.5400e-02 1.0899e-01 
9.690 8.0007e-02 1.1514e-01 
9.611 8.4608e-02 1.2167e-01 
9.533 8.9558e-02 1.2829e-01 
9.457 9.4505e-02 1.3530e-01 
9.382 9.9830e-02 1.4240e-01 
9.308 1.0516e-01 1.4992e-01 
9.235 1.1092e-01 1.5756e-01 
9.164 1.1669e-01 1.6564e-01 
9.094 1.2293e-01 1.7386e-01 
9.026 1.2919e-01 1.8253e-01 
8.958 1.3594e-01 1.9134e-01 
8.892 1.4273e-01 2.0064e-01 
8.826 1.5009e-01 2.1012e-01 
8.762 1.5750e-01 2.2011e-01 
8.698 1.6553e-01 2.3029e-01 
8.636 1.7362e-01 2.4098e-01 
8.575 1.8244e-01 2.5196e-01 
8.515 1.9133e-01 2.6348e-01 
8.456 2.0097e-01 2.7524e-01 
8.397 2.1071e-01 2.8755e-01 
8.340 2.2136e-01 3.0025e-01 
8.283 2.3213e-01 3.1352e-01 
8.227 2.4386e-01 3.2716e-01 
8.172 2.5574e-01 3.4139e-01 
8.118 2.6868e-01 3.5604e-01 
8.064 2.8182e-01 3.7130e-01 
8.012 2.9615e-01 3.8708e-01 
7.960 3.1071e-01 4.0348e-01 
7.909 3.2661e-01 4.2046e-01 
7.859 3.4276e-01 4.3809e-01 
7.809 3.6036e-01 4.5631e-01 
7.760 3.7825e-01 4.7515e-01 
7.712 3.9776e-01 4.9472e-01 
7.664 4.1760e-01 5.1489e-01 
7.617 4.3918e-01 5.3584e-01 
7.570 4.6115e-01 5.5739e-01 
7.525 4.8516e-01 5.7995e-01 
7.480 5.0961e-01 6.0308e-01 
7.435 5.3595e-01 6.2702e-01 
7.391 5.6273e-01 6.5147e-01 
7.348 5.9171e-01 6.7695e-01 
7.305 6.2098e-01 7.0270e-01 
7.263 6.5226e-01 7.2931e-01 
7.221 6.8351e-01 7.5588e-01 
7.180 7.1637e-01 7.8295e-01 
7.139 7.4859e-01 8.0942e-01 
7.099 7.8157e-01 8.3576e-01 
7.059 8.1300e-01 8.6074e-01 
7.020 8.4403e-01 8.8482e-01 
6.981 8.7232e-01 9.0666e-01 
6.943 8.9874e-01 9.2659e-01 
6.905 9.2144e-01 9.4361e-01 
5     1          1
4     1          1
3     1          1
2     1          1
1     1          1
0     1          1
